SST(°C) mean stdv
26.850000 0.937676 0.022409
26.860000 0.937890 0.022271
26.870000 0.938103 0.022197
26.880000 0.938317 0.022204
26.890000 0.938530 0.022085
26.900000 0.938742 0.021988
26.910000 0.938954 0.021984
26.920000 0.939165 0.021866
26.930000 0.939376 0.021708
26.940000 0.939587 0.021553
26.950000 0.939797 0.021421
26.960000 0.940007 0.021391
26.970000 0.940216 0.021222
26.980000 0.940425 0.021076
26.990000 0.940633 0.020944
27.000000 0.940841 0.020785
27.010000 0.941049 0.020664
27.020000 0.941256 0.020546
27.030000 0.941462 0.020452
27.040000 0.941668 0.020375
27.050000 0.941874 0.020262
27.060000 0.942079 0.020145
27.070000 0.942284 0.020030
27.080000 0.942489 0.019907
27.090000 0.942692 0.019779
27.100000 0.942896 0.019649
27.110000 0.943099 0.019526
27.120000 0.943302 0.019400
27.130000 0.943504 0.019271
27.140000 0.943705 0.019128
27.150000 0.943907 0.018993
27.160000 0.944108 0.018851
27.170000 0.944308 0.018712
27.180000 0.944508 0.018575
27.190000 0.944707 0.018407
27.200000 0.944907 0.018229
27.210000 0.945105 0.018068
27.220000 0.945303 0.017951
27.230000 0.945501 0.017829
27.240000 0.945699 0.017759
27.250000 0.945895 0.017584
27.260000 0.946092 0.017424
27.270000 0.946288 0.017256
27.280000 0.946484 0.017169
27.290000 0.946679 0.017091
27.300000 0.946873 0.016960
27.310000 0.947068 0.016854
27.320000 0.947262 0.016800
27.330000 0.947455 0.016665
27.340000 0.947648 0.016603
27.350000 0.947841 0.016564
27.360000 0.948033 0.016439
27.370000 0.948224 0.016378
27.380000 0.948416 0.016350
27.390000 0.948607 0.016322
27.400000 0.948797 0.016267
27.410000 0.948987 0.016227
27.420000 0.949177 0.016119
27.430000 0.949366 0.016024
27.440000 0.949555 0.015927
27.450000 0.949743 0.015835
27.460000 0.949931 0.015767
27.470000 0.950118 0.015758
27.480000 0.950305 0.015752
27.490000 0.950492 0.015692
27.500000 0.950678 0.015675
27.510000 0.950864 0.015628
27.520000 0.951049 0.015579
27.530000 0.951234 0.015536
27.540000 0.951418 0.015511
27.550000 0.951602 0.015505
27.560000 0.951786 0.015474
27.570000 0.951969 0.015457
27.580000 0.952152 0.015442
27.590000 0.952334 0.015456
27.600000 0.952516 0.015433
27.610000 0.952698 0.015404
27.620000 0.952879 0.015408
27.630000 0.953060 0.015427
27.640000 0.953240 0.015434
27.650000 0.953420 0.015439
27.660000 0.953599 0.015429
27.670000 0.953778 0.015393
27.680000 0.953957 0.015360
27.690000 0.954135 0.015357
27.700000 0.954313 0.015333
27.710000 0.954491 0.015341
27.720000 0.954668 0.015339
27.730000 0.954844 0.015335
27.740000 0.955020 0.015318
27.750000 0.955196 0.015301
27.760000 0.955371 0.015283
27.770000 0.955546 0.015301
27.780000 0.955721 0.015310
27.790000 0.955895 0.015299
27.800000 0.956069 0.015292
27.810000 0.956242 0.015297
27.820000 0.956415 0.015290
27.830000 0.956587 0.015289
27.840000 0.956759 0.015290
27.850000 0.956931 0.015290
27.860000 0.957102 0.015285
27.870000 0.957273 0.015291
27.880000 0.957444 0.015302
27.890000 0.957614 0.015283
27.900000 0.957784 0.015260
27.910000 0.957953 0.015233
27.920000 0.958122 0.015200
27.930000 0.958290 0.015165
27.940000 0.958458 0.015124
27.950000 0.958626 0.015089
27.960000 0.958793 0.015049
27.970000 0.958960 0.015026
27.980000 0.959127 0.014988
27.990000 0.959293 0.014955
28.000000 0.959458 0.014931
28.010000 0.959624 0.014902
28.020000 0.959789 0.014877
28.030000 0.959953 0.014854
28.040000 0.960117 0.014835
28.050000 0.960281 0.014801
28.060000 0.960444 0.014785
28.070000 0.960607 0.014768
28.080000 0.960770 0.014758
28.090000 0.960932 0.014743
28.100000 0.961094 0.014719
28.110000 0.961255 0.014676
28.120000 0.961416 0.014629
28.130000 0.961577 0.014602
28.140000 0.961737 0.014590
28.150000 0.961897 0.014598
28.160000 0.962056 0.014559
28.170000 0.962216 0.014504
28.180000 0.962374 0.014466
28.190000 0.962533 0.014469
28.200000 0.962690 0.014406
28.210000 0.962848 0.014392
28.220000 0.963005 0.014423
28.230000 0.963162 0.014459
28.240000 0.963318 0.014477
28.250000 0.963474 0.014449
28.260000 0.963630 0.014426
28.270000 0.963785 0.014393
28.280000 0.963940 0.014436
28.290000 0.964095 0.014417
28.300000 0.964249 0.014426
28.310000 0.964403 0.014412
28.320000 0.964556 0.014349
28.330000 0.964709 0.014320
28.340000 0.964862 0.014312
28.350000 0.965014 0.014250
28.360000 0.965166 0.014338
28.370000 0.965318 0.014386
28.380000 0.965469 0.014403
28.390000 0.965620 0.014490
28.400000 0.965770 0.014545
28.410000 0.965920 0.014556
28.420000 0.966070 0.014553
28.430000 0.966219 0.014514
28.440000 0.966368 0.014475
28.450000 0.966517 0.014522
28.460000 0.966665 0.014556
28.470000 0.966813 0.014613
28.480000 0.966960 0.014590
28.490000 0.967108 0.014642
28.500000 0.967254 0.014710
28.510000 0.967401 0.014700
28.520000 0.967547 0.014748
28.530000 0.967693 0.014851
28.540000 0.967838 0.014879
28.550000 0.967983 0.014910
28.560000 0.968128 0.014930
28.570000 0.968272 0.015006
28.580000 0.968416 0.015102
28.590000 0.968559 0.015161
28.600000 0.968703 0.015231
28.610000 0.968846 0.015311
28.620000 0.968988 0.015369
28.630000 0.969130 0.015426
28.640000 0.969272 0.015491
28.650000 0.969413 0.015563
28.660000 0.969555 0.015632
28.670000 0.969695 0.015693
28.680000 0.969836 0.015776
28.690000 0.969976 0.015855
28.700000 0.970116 0.015904
28.710000 0.970255 0.015958
28.720000 0.970394 0.016033
28.730000 0.970533 0.016068
28.740000 0.970671 0.016099
28.750000 0.970809 0.016126
28.760000 0.970947 0.016149
28.770000 0.971084 0.016168
28.780000 0.971221 0.016185
28.790000 0.971358 0.016199
28.800000 0.971494 0.016210
28.810000 0.971630 0.016219
28.820000 0.971765 0.016226
28.830000 0.971901 0.016231
28.840000 0.972036 0.016235
28.850000 0.972170 0.016268
28.860000 0.972305 0.016269
28.870000 0.972439 0.016269
28.880000 0.972572 0.016269
28.890000 0.972705 0.016267
28.900000 0.972838 0.016294
28.910000 0.972971 0.016298
28.920000 0.973103 0.016324
28.930000 0.973235 0.016352
28.940000 0.973367 0.016374
28.950000 0.973498 0.016433
28.960000 0.973629 0.016489
28.970000 0.973760 0.016477
28.980000 0.973890 0.016490
28.990000 0.974020 0.016552
29.000000 0.974150 0.016617
29.010000 0.974279 0.016682
29.020000 0.974408 0.016661
29.030000 0.974537 0.016701
29.040000 0.974665 0.016728
29.050000 0.974793 0.016790
29.060000 0.974921 0.016808
29.070000 0.975048 0.016781
29.080000 0.975175 0.016797
29.090000 0.975302 0.016821
29.100000 0.975429 0.016794
29.110000 0.975555 0.016778
29.120000 0.975681 0.016813
29.130000 0.975806 0.016837
29.140000 0.975931 0.016809
29.150000 0.976056 0.016784
29.160000 0.976181 0.016759
29.170000 0.976305 0.016736
29.180000 0.976429 0.016714
29.190000 0.976553 0.016693
29.200000 0.976676 0.016672
29.210000 0.976799 0.016653
29.220000 0.976922 0.016635
29.230000 0.977044 0.016617
29.240000 0.977166 0.016601
29.250000 0.977288 0.016585
29.260000 0.977410 0.016569
29.270000 0.977531 0.016555
29.280000 0.977652 0.016541
29.290000 0.977772 0.016528
29.300000 0.977893 0.016515
29.310000 0.978013 0.016503
29.320000 0.978132 0.016492
29.330000 0.978252 0.016481
29.340000 0.978371 0.016470
29.350000 0.978490 0.016461
29.360000 0.978608 0.016451
29.370000 0.978726 0.016443
29.380000 0.978844 0.016435
29.390000 0.978962 0.016427
29.400000 0.979079 0.016420
29.410000 0.979196 0.016413
29.420000 0.979313 0.016407
29.430000 0.979429 0.016401
29.440000 0.979546 0.016396
29.450000 0.979661 0.016391
29.460000 0.979777 0.016386
29.470000 0.979892 0.016383
29.480000 0.980007 0.016379
29.490000 0.980122 0.016376
29.500000 0.980236 0.016374
29.510000 0.980351 0.016371
29.520000 0.980464 0.016370
29.530000 0.980578 0.016368
29.540000 0.980691 0.016367
29.550000 0.980804 0.016367
29.560000 0.980917 0.016367
29.570000 0.981029 0.016367
29.580000 0.981142 0.016368
29.590000 0.981253 0.016369
29.600000 0.981365 0.016370
29.610000 0.981476 0.016372
29.620000 0.981587 0.016375
29.630000 0.981698 0.016377
29.640000 0.981809 0.016380
29.650000 0.981919 0.016383
29.660000 0.982029 0.016387
29.670000 0.982139 0.016391
29.680000 0.982248 0.016395
29.690000 0.982357 0.016399
29.700000 0.982466 0.016404
29.710000 0.982575 0.016409
29.720000 0.982683 0.016415
29.730000 0.982791 0.016421
29.740000 0.982899 0.016427
29.750000 0.983006 0.016433
29.760000 0.983114 0.016439
29.770000 0.983221 0.016446
29.780000 0.983327 0.016453
29.790000 0.983434 0.016461
29.800000 0.983540 0.016468
29.810000 0.983646 0.016476
29.820000 0.983752 0.016484
29.830000 0.983857 0.016492
29.840000 0.983962 0.016501
29.850000 0.984067 0.016509
29.860000 0.984172 0.016518
29.870000 0.984276 0.016527
29.880000 0.984380 0.016536
29.890000 0.984484 0.016546
29.900000 0.984588 0.016556
29.910000 0.984691 0.016565
29.920000 0.984794 0.016575
29.930000 0.984897 0.016586
29.940000 0.985000 0.016596
29.950000 0.985102 0.016606
29.960000 0.985204 0.016617
29.970000 0.985306 0.016628
29.980000 0.985408 0.016639
29.990000 0.985509 0.016650
30.000000 0.985610 0.016661
30.010000 0.985711 0.016673
30.020000 0.985812 0.016684
30.030000 0.985912 0.016696
30.040000 0.986013 0.016708
30.050000 0.986112 0.016720
30.060000 0.986212 0.016732
30.070000 0.986311 0.016744
30.080000 0.986411 0.016757
30.090000 0.986510 0.016769
30.100000 0.986608 0.016782
30.110000 0.986707 0.016795
30.120000 0.986805 0.016808
30.130000 0.986903 0.016821
30.140000 0.987001 0.016834
30.150000 0.987098 0.016847
30.160000 0.987196 0.016860
30.170000 0.987293 0.016874
30.180000 0.987389 0.016888
30.190000 0.987486 0.016901
30.200000 0.987582 0.016915
30.210000 0.987678 0.016929
30.220000 0.987774 0.016943
30.230000 0.987870 0.016957
30.240000 0.987965 0.016972
30.250000 0.988061 0.016986
30.260000 0.988156 0.017001
30.270000 0.988250 0.017015
30.280000 0.988345 0.017030
30.290000 0.988439 0.017045
30.300000 0.988533 0.017060
30.310000 0.988627 0.017075
30.320000 0.988721 0.017090
30.330000 0.988814 0.017105
30.340000 0.988907 0.017121
30.350000 0.989000 0.017136
30.360000 0.989093 0.017152
30.370000 0.989185 0.017168
30.380000 0.989278 0.017184
30.390000 0.989370 0.017200
30.400000 0.989462 0.017216
30.410000 0.989553 0.017232
30.420000 0.989645 0.017249
30.430000 0.989736 0.017265
30.440000 0.989827 0.017282
30.450000 0.989918 0.017298
30.460000 0.990009 0.017315
30.470000 0.990099 0.017332
30.480000 0.990189 0.017349
30.490000 0.990279 0.017366
30.500000 0.990369 0.017384
30.510000 0.990458 0.017401
30.520000 0.990548 0.017419
30.530000 0.990637 0.017436
30.540000 0.990726 0.017454
30.550000 0.990814 0.017472
30.560000 0.990903 0.017490
30.570000 0.990991 0.017508
30.580000 0.991079 0.017526
30.590000 0.991167 0.017545
30.600000 0.991255 0.017563
30.610000 0.991342 0.017582
30.620000 0.991430 0.017601
30.630000 0.991517 0.017620
30.640000 0.991604 0.017639
30.650000 0.991690 0.017658
30.660000 0.991777 0.017677
30.670000 0.991863 0.017697
30.680000 0.991949 0.017716
30.690000 0.992035 0.017736
30.700000 0.992121 0.017756
30.710000 0.992207 0.017776
30.720000 0.992292 0.017796
30.730000 0.992377 0.017816
30.740000 0.992462 0.017837
30.750000 0.992547 0.017857
30.760000 0.992631 0.017878
30.770000 0.992716 0.017898
30.780000 0.992800 0.017919
30.790000 0.992884 0.017940
30.800000 0.992968 0.017961
30.810000 0.993051 0.017983
30.820000 0.993135 0.018004
30.830000 0.993218 0.018026
30.840000 0.993301 0.018047
30.850000 0.993384 0.018069
30.860000 0.993467 0.018091
30.870000 0.993549 0.018113
30.880000 0.993632 0.018136
30.890000 0.993714 0.018158
30.900000 0.993796 0.018181
30.910000 0.993878 0.018203
30.920000 0.993959 0.018226
30.930000 0.994041 0.018249
30.940000 0.994122 0.018272
30.950000 0.994203 0.018295
30.960000 0.994284 0.018319
30.970000 0.994365 0.018342
30.980000 0.994445 0.018366
30.990000 0.994526 0.018390
31.000000 0.994606 0.018414
